Numero;Familia;Genero;Especie;Densidade da madeira;Regiao;N_referencia
368;Pentaphylacaeae;Adinandra;Adinandra collina;0,61;South-East Asia (tropical);129
369;Pentaphylacaeae;Adinandra;Adinandra collina;0,33;South-East Asia (tropical);177
370;Pentaphylacaeae;Adinandra;Adinandra cordifolia;0,5;South-East Asia (tropical);177
371;Pentaphylacaeae;Adinandra;Adinandra dasyantha;0,46;South-East Asia (tropical);129
372;Pentaphylacaeae;Adinandra;Adinandra dumosa;0,49;South-East Asia (tropical);80
373;Pentaphylacaeae;Adinandra;Adinandra dumosa;0,59;South-East Asia (tropical);129
374;Pentaphylacaeae;Adinandra;Adinandra forbesii;0,63;South-East Asia (tropical);129
375;Pentaphylacaeae;Adinandra;Adinandra hainanensis;0,47;China;32
376;Pentaphylacaeae;Adinandra;Adinandra integerrima;0,56;South-East Asia (tropical);43
377;Pentaphylacaeae;Adinandra;Adinandra javanica;0,51;South-East Asia (tropical);43
378;Pentaphylacaeae;Adinandra;Adinandra lamponga;0,53;South-East Asia (tropical);43
379;Pentaphylacaeae;Adinandra;Adinandra maculosa;0,51;South-East Asia (tropical);43
380;Pentaphylacaeae;Adinandra;Adinandra millettii;0,44;China;32
381;Pentaphylacaeae;Adinandra;Adinandra polyneura;0,52;South-East Asia (tropical);129
382;Pentaphylacaeae;Adinandra;Adinandra rantepaoensis;0,4;South-East Asia (tropical);129
383;Pentaphylacaeae;Adinandra;Adinandra sarosanthera;0,53;South-East Asia (tropical);129
384;Pentaphylacaeae;Adinandra;Adinandra subauriculata;0,58;South-East Asia (tropical);129
385;Pentaphylacaeae;Adinandra;Adinandra subunguiculata;0,5;South-East Asia (tropical);129
386;Rubiaceae;Adinauclea;Adinauclea fagifolia;0,65;South-East Asia (tropical);170
387;Rutaceae;Adiscanthus;Adiscanthus fusciflorus;0,82;South America (tropical);44
388;Myrsinaceae;Aegiceras;Aegiceras corniculatum;0,51;South-East Asia (tropical);129
389;Myrsinaceae;Aegiceras;Aegiceras floridum;0,68;South-East Asia (tropical);129
390;Lamiaceae;Aegiphila;Aegiphila integrifolia;0,86;South America (tropical);15
391;Lamiaceae;Aegiphila;Aegiphila intermedia;0,43;South America (tropical);44
392;Lamiaceae;Aegiphila;Aegiphila klotzkiana;0,68;South America (extratropical);114
393;Rutaceae;Aegle;Aegle marmelos;0,88;India;26
394;Rutaceae;Aegle;Aegle marmelos;0,771456;South-East Asia (tropical);14
395;Sapindaceae;Aesculus;Aesculus chinensis;0,6;South-East Asia (tropical);126
396;Sapindaceae;Aesculus;Aesculus flava;0,346983;NorthAmerica;118
397;Sapindaceae;Aesculus;Aesculus hippocastanum;0,5;Europe;76
398;Sapindaceae;Aesculus;Aesculus indica;0,46494;India;135
399;Sapindaceae;Aesculus;Aesculus octandra;0,33;NorthAmerica;6
400;Sapindaceae;Aesculus;Aesculus turbinata;0,45;South-East Asia;136
401;Thymelaeaceae;Aetoxylon;Aetoxylon sympetalum;0,74;South-East Asia (tropical);129
402;Cornaceae;Afrocrania;Afrocrania volkensii;0,81;Africa (extratropical);124
403;Cornaceae;Afrocrania;Afrocrania volkensii;0,5161695;Africa (extratropical);137
404;Fabaceae;Afzelia;Afzelia africana;0,67;Africa (tropical);60
405;Fabaceae;Afzelia;Afzelia africana;0,6888;Africa (tropical);1
406;Fabaceae;Afzelia;Afzelia africana;0,63;Africa (tropical);39
407;Fabaceae;Afzelia;Afzelia africana;0,68019;Africa (tropical);63
408;Fabaceae;Afzelia;Afzelia africana;0,70602;Africa (tropical);63
409;Fabaceae;Afzelia;Afzelia africana;0,688010092;Africa (tropical);98
410;Fabaceae;Afzelia;Afzelia africana;0,624225;Africa (tropical);143
411;Fabaceae;Afzelia;Afzelia africana;0,683428793;Africa (tropical);147
412;Fabaceae;Afzelia;Afzelia africana;0,692692308;Africa (tropical);147
413;Fabaceae;Afzelia;Afzelia africana;0,714687349;Africa (tropical);147
414;Fabaceae;Afzelia;Afzelia africana;0,720668221;Africa (tropical);147
415;Fabaceae;Afzelia;Afzelia africana;0,721279877;Africa (tropical);147
416;Fabaceae;Afzelia;Afzelia africana;0,773533951;Africa (tropical);147
417;Fabaceae;Afzelia;Afzelia africana;0,703437;Africa (tropical);182
418;Fabaceae;Afzelia;Afzelia bella;0,63746578;Africa (tropical);147
419;Fabaceae;Afzelia;Afzelia bipindensis;0,6888;Africa (tropical);1
420;Fabaceae;Afzelia;Afzelia bipindensis;0,695105196;Africa (tropical);85
421;Fabaceae;Afzelia;Afzelia bipindensis;0,66;Africa (tropical);123
422;Fabaceae;Afzelia;Afzelia bipindensis;0,661248;Africa (tropical);143
423;Fabaceae;Afzelia;Afzelia bipindensis;0,752034095;Africa (tropical);147
424;Fabaceae;Afzelia;Afzelia bipindensis;0,767984571;Africa (tropical);147
425;Fabaceae;Afzelia;Afzelia bipindensis;0,78124084;Africa (tropical);147
426;Fabaceae;Afzelia;Afzelia bipindensis;0,805481084;Africa (tropical);147
427;Fabaceae;Afzelia;Afzelia bipindensis;0,82492236;Africa (tropical);147
428;Fabaceae;Afzelia;Afzelia bipindensis;0,703437;Africa (tropical);182
429;Fabaceae;Afzelia;Afzelia bipindensis;0,70602;Africa (tropical);202
430;Fabaceae;Afzelia;Afzelia bracteata;0,68019;Africa (tropical);179
431;Fabaceae;Afzelia;Afzelia indet;0,6888;Africa (tropical);1
432;Fabaceae;Afzelia;Afzelia indet;0,67;Africa (tropical);85
433;Fabaceae;Afzelia;Afzelia javanica;0,54;South-East Asia (tropical);129
434;Fabaceae;Afzelia;Afzelia javanica;0,57;South-East Asia (tropical);129
435;Fabaceae;Afzelia;Afzelia javanica;0,72;South-East Asia (tropical);129
436;Fabaceae;Afzelia;Afzelia pachyloba;0,6888;Africa (tropical);1
437;Fabaceae;Afzelia;Afzelia pachyloba;0,64;Africa (tropical);39
438;Fabaceae;Afzelia;Afzelia pachyloba;0,662854723;Africa (tropical);85
439;Fabaceae;Afzelia;Afzelia pachyloba;0,615325523;Africa (tropical);147
440;Fabaceae;Afzelia;Afzelia pachyloba;0,665064873;Africa (tropical);147
441;Fabaceae;Afzelia;Afzelia pachyloba;0,67254902;Africa (tropical);147
442;Fabaceae;Afzelia;Afzelia pachyloba;0,74193232;Africa (tropical);147
443;Fabaceae;Afzelia;Afzelia pachyloba;0,759922179;Africa (tropical);147
444;Fabaceae;Afzelia;Afzelia pachyloba;0,703437;Africa (tropical);182
445;Fabaceae;Afzelia;Afzelia parviflora;0,679409966;Africa (tropical);98
446;Fabaceae;Afzelia;Afzelia quanzensis;0,6888;Africa (tropical);1
447;Fabaceae;Afzelia;Afzelia quanzensis;0,67;Africa (tropical);58
448;Fabaceae;Afzelia;Afzelia quanzensis;0,744765;Africa (tropical);182
449;Fabaceae;Afzelia;Afzelia quanzensis;0,76;Africa (tropical);104
450;Fabaceae;Afzelia;Afzelia rhomboidea;0,59;South-East Asia (tropical);129
451;Araucariaceae;Agathis;Agathis alba;0,38;South-East Asia (tropical);43
452;Araucariaceae;Agathis;Agathis atropurpurea;0,41328;Australia/PNG (tropical);90
453;Araucariaceae;Agathis;Agathis australis;0,45;South-East Asia;136
454;Araucariaceae;Agathis;Agathis borneensis;0,4;South-East Asia (tropical);176
455;Araucariaceae;Agathis;Agathis borneensis;0,38;South-East Asia (tropical);170
456;Araucariaceae;Agathis;Agathis borneensis;0,37;South-East Asia (tropical);170
457;Araucariaceae;Agathis;Agathis dammara;0,49;South-East Asia (tropical);129
458;Araucariaceae;Agathis;Agathis dammara;0,41328;Australia/PNG (tropical);27
459;Araucariaceae;Agathis;Agathis labillardieri;0,38;South-East Asia (tropical);170
460;Araucariaceae;Agathis;Agathis microstachya;0,4584825;Australia/PNG (tropical);90
461;Araucariaceae;Agathis;Agathis microstachya;0,41328;Australia/PNG (tropical);90
462;Araucariaceae;Agathis;Agathis philippinensis;0,45;South-East Asia (tropical);170
463;Araucariaceae;Agathis;Agathis robusta;0,397382333;Australia/PNG (tropical);90
464;Araucariaceae;Agathis;Agathis robusta;0,4012408;Australia;90
465;Araucariaceae;Agathis;Agathis robusta;0,41328;Australia/PNG (tropical);90
466;Araucariaceae;Agathis;Agathis robusta;0,41328;Australia/PNG (tropical);90
467;Araucariaceae;Agathis;Agathis robusta;0,38;Australia/PNG (tropical);170
468;Araucariaceae;Agathis;Agathis vitiensis;0,45;Oceania;9
469;Meliaceae;Aglaia;Aglaia agglomerata;0,62;South-East Asia (tropical);170
470;Meliaceae;Aglaia;Aglaia argentea;0,58;South-East Asia (tropical);129
471;Meliaceae;Aglaia;Aglaia argentea;0,63;South-East Asia (tropical);129
472;Meliaceae;Aglaia;Aglaia argentea;0,65;South-East Asia (tropical);170
473;Meliaceae;Aglaia;Aglaia argentea;0,66;South-East Asia (tropical);43
474;Meliaceae;Aglaia;Aglaia aspera;0,71;South-East Asia (tropical);177
475;Meliaceae;Aglaia;Aglaia cordata;0,78;South-East Asia (tropical);43
476;Meliaceae;Aglaia;Aglaia cucullata;0,62;South-East Asia (tropical);129
477;Meliaceae;Aglaia;Aglaia cucullata;0,58;South-East Asia (tropical);43
478;Meliaceae;Aglaia;Aglaia cucullata;0,45633;Australia/PNG (tropical);27
479;Meliaceae;Aglaia;Aglaia dasyclada;0,55965;China;33
480;Meliaceae;Aglaia;Aglaia dasyclada;0,5;South-East Asia (tropical);126
481;Meliaceae;Aglaia;Aglaia dasyclada;0,6;China;33
482;Meliaceae;Aglaia;Aglaia edulis;0,71;South-East Asia (tropical);170
483;Meliaceae;Aglaia;Aglaia elaeagnoidea;0,63;South-East Asia (tropical);126
484;Meliaceae;Aglaia;Aglaia elliptica;0,66;South-East Asia (tropical);170
485;Meliaceae;Aglaia;Aglaia exstipulata;0,8;South-East Asia (tropical);170
486;Meliaceae;Aglaia;Aglaia forbesii;0,66;South-East Asia (tropical);177
487;Meliaceae;Aglaia;Aglaia grandis;0,66;South-East Asia (tropical);170
488;Meliaceae;Aglaia;Aglaia griffithii;0,86;South-East Asia (tropical);43
489;Meliaceae;Aglaia;Aglaia hiernii;0,5;India;109
490;Meliaceae;Aglaia;Aglaia indet;0,72324;Australia/PNG (tropical);27
491;Meliaceae;Aglaia;Aglaia lanceolata;0,69;South-East Asia (tropical);43
492;Meliaceae;Aglaia;Aglaia lawii;0,61;South-East Asia (tropical);126
493;Meliaceae;Aglaia;Aglaia lawii;0,58;South-East Asia (tropical);16
494;Meliaceae;Aglaia;Aglaia leptantha;0,64;South-East Asia (tropical);177
495;Meliaceae;Aglaia;Aglaia leucophylla;0,72;South-East Asia (tropical);177
496;Meliaceae;Aglaia;Aglaia luzoniensis;0,65;South-East Asia (tropical);170
497;Meliaceae;Aglaia;Aglaia macrocarpa;0,55;South-East Asia (tropical);170
498;Meliaceae;Aglaia;Aglaia maingayi;0,79;South-East Asia (tropical);43
499;Meliaceae;Aglaia;Aglaia malaccensis;0,61;South-East Asia (tropical);170
500;Meliaceae;Aglaia;Aglaia malaccensis;0,67;South-East Asia (tropical);43
501;Meliaceae;Aglaia;Aglaia merostela;0,74;South-East Asia (tropical);43
502;Meliaceae;Aglaia;Aglaia multinervis;0,64;South-East Asia (tropical);170
503;Meliaceae;Aglaia;Aglaia nitidula;0,6888;Australia/PNG (tropical);90
504;Meliaceae;Aglaia;Aglaia odoratissima;0,71;South-East Asia (tropical);129
505;Meliaceae;Aglaia;Aglaia odoratissima;0,72;South-East Asia (tropical);43
506;Meliaceae;Aglaia;Aglaia pachyphylla;0,69;South-East Asia (tropical);170
507;Meliaceae;Aglaia;Aglaia perviridis;0,81;South-East Asia (tropical);170
508;Meliaceae;Aglaia;Aglaia ridleyi;0,61;South-East Asia (tropical);43
509;Meliaceae;Aglaia;Aglaia roxburghiana;0,66297;China;33
510;Meliaceae;Aglaia;Aglaia roxburghiana;0,74;China;33
511;Meliaceae;Aglaia;Aglaia rubescens;0,58;South-East Asia (tropical);43
512;Meliaceae;Aglaia;Aglaia rubiginosa;0,76;South-East Asia (tropical);129
513;Meliaceae;Aglaia;Aglaia rubiginosa;0,76;South-East Asia (tropical);43
514;Meliaceae;Aglaia;Aglaia sapindina;0,42;South-East Asia (tropical);170
515;Meliaceae;Aglaia;Aglaia silvestris;0,67;South-East Asia (tropical);177
516;Meliaceae;Aglaia;Aglaia simplicifolia;0,77;South-East Asia (tropical);177
517;Meliaceae;Aglaia;Aglaia spectabilis;0,55;South-East Asia (tropical);126
518;Meliaceae;Aglaia;Aglaia spectabilis;0,6;South-East Asia (tropical);170
519;Meliaceae;Aglaia;Aglaia subcuprea;0,73;South-East Asia (tropical);129
520;Meliaceae;Aglaia;Aglaia tenuicaulis;0,73;South-East Asia (tropical);43
521;Meliaceae;Aglaia;Aglaia tomentosa;0,66;South-East Asia (tropical);129
522;Meliaceae;Aglaia;Aglaia tomentosa;0,69;South-East Asia (tropical);170
523;Meliaceae;Aglaia;Aglaia unifoliolata;0,76;South-East Asia (tropical);129
524;Meliaceae;Aglaia;Aglaia wallichii;0,554484;South-East Asia (tropical);14
525;Opiliaceae;Agonandra;Agonandra brasiliensis;0,87;South America (extratropical);114
526;Opiliaceae;Agonandra;Agonandra brasiliensis;0,861;South America (tropical);189
527;Opiliaceae;Agonandra;Agonandra brasiliensis;0,8;South America (tropical);44
528;Opiliaceae;Agonandra;Agonandra brasiliensis;0,74;South America (tropical);188
529;Opiliaceae;Agonandra;Agonandra silvatica;0,861;South America (tropical);30
530;Opiliaceae;Agonandra;Agonandra silvatica;0,8;South America (tropical);44
531;Euphorbiaceae;Agrostistachys;Agrostistachys borneensis;0,82;South-East Asia (tropical);43
532;Euphorbiaceae;Agrostistachys;Agrostistachys gaudichaudii;0,59;South-East Asia (tropical);43
533;Rubiaceae;Aidia;Aidia micrantha;0,66297;Africa (extratropical);72
534;Rubiaceae;Aidia;Aidia ochroleuca;0,824107088;Africa (tropical);85
535;Rubiaceae;Aidia;Aidia racemosa;0,770595;Australia/PNG (tropical);90
536;Simaroubaceae;Ailanthus;Ailanthus altissima;0,457191;NorthAmerica;6
537;Simaroubaceae;Ailanthus;Ailanthus altissima;0,547596;China;33
538;Simaroubaceae;Ailanthus;Ailanthus altissima;0,578592;China;33
539;Simaroubaceae;Ailanthus;Ailanthus altissima;0,505;China;33
540;Simaroubaceae;Ailanthus;Ailanthus altissima;0,536;China;33
541;Simaroubaceae;Ailanthus;Ailanthus altissima;0,49;Africa (extratropical);58
542;Simaroubaceae;Ailanthus;Ailanthus excelsa;0,4;India;26
543;Simaroubaceae;Ailanthus;Ailanthus integrifolia;0,31;South-East Asia (tropical);80
544;Simaroubaceae;Ailanthus;Ailanthus integrifolia;0,3;South-East Asia (tropical);170
545;Simaroubaceae;Ailanthus;Ailanthus peekelii;0,46494;Australia/PNG (tropical);27
546;Simaroubaceae;Ailanthus;Ailanthus triphysa;0,374535;Australia/PNG (tropical);90
547;Simaroubaceae;Ailanthus;Ailanthus triphysa;0,365912667;Australia/PNG (tropical);90
548;Simaroubaceae;Ailanthus;Ailanthus triphysa;0,374535;Australia/PNG (tropical);90
549;Simaroubaceae;Ailanthus;Ailanthus triphysa;0,374535;Australia/PNG (tropical);90
550;Simaroubaceae;Ailanthus;Ailanthus triphysa;0,3;South-East Asia (tropical);129
551;Lauraceae;Aiouea;Aiouea impressa;0,37;South America (tropical);44
552;Cunoniaceae;Aistopetalum;Aistopetalum viticoides;0,76;South-East Asia (tropical);129
553;Akaniaceae;Akania;Akania bidwillii;0,572565;Australia/PNG (tropical);90
554;Akaniaceae;Akania;Akania bidwillii;0,572565;Australia/PNG (tropical);90
555;Cornaceae;Alangium;Alangium chinense;0,412419;China;33
556;Cornaceae;Alangium;Alangium chinense;0,432;China;33
557;Cornaceae;Alangium;Alangium chinense;0,3611895;Africa (tropical);137
558;Cornaceae;Alangium;Alangium griffithii;0,7;South-East Asia (tropical);129
559;Cornaceae;Alangium;Alangium javanicum;0,68;South-East Asia (tropical);129
560;Cornaceae;Alangium;Alangium javanicum;0,78;South-East Asia (tropical);43
561;Cornaceae;Alangium;Alangium kurzii;0,42;South-East Asia (tropical);129
562;Cornaceae;Alangium;Alangium longiflorum;0,682773;South-East Asia (tropical);145
563;Cornaceae;Alangium;Alangium maliliense;0,69;South-East Asia (tropical);129
564;Cornaceae;Alangium;Alangium nobile;0,77;South-East Asia (tropical);129
565;Cornaceae;Alangium;Alangium nobile;0,73;South-East Asia (tropical);43
566;Cornaceae;Alangium;Alangium ridleyi;0,72;South-East Asia (tropical);129
567;Cornaceae;Alangium;Alangium ridleyi;0,83;South-East Asia (tropical);43
568;Cornaceae;Alangium;Alangium salviifolium;0,8;India;26
569;Cornaceae;Alangium;Alangium villosum;0,607005;Australia/PNG (tropical);90
570;Cornaceae;Alangium;Alangium villosum;0,607005;Australia/PNG (tropical);90
571;Cornaceae;Alangium;Alangium villosum;0,51;South-East Asia (tropical);129
572;Cornaceae;Alangium;Alangium villosum;0,51;South-East Asia (tropical);129
573;Cornaceae;Alangium;Alangium villosum;0,55;South-East Asia (tropical);129
574;Cornaceae;Alangium;Alangium villosum;0,55;South-East Asia (tropical);129
575;Fabaceae;Albizia;Albizia acle;0,51;South-East Asia (tropical);129
576;Fabaceae;Albizia;Albizia adianthifolia;0,5;Africa (tropical);136
577;Fabaceae;Albizia;Albizia adianthifolia;0,64575;Africa (tropical);1
578;Fabaceae;Albizia;Albizia adianthifolia;0,481607064;Africa (tropical);98
579;Fabaceae;Albizia;Albizia adianthifolia;0,5161695;Africa (tropical);137
580;Fabaceae;Albizia;Albizia adianthifolia;0,450094877;Africa (tropical);147
581;Fabaceae;Albizia;Albizia adianthifolia;0,474354174;Africa (tropical);147
582;Fabaceae;Albizia;Albizia adianthifolia;0,502433545;Africa (tropical);147
583;Fabaceae;Albizia;Albizia adianthifolia;0,49;Madagascar;75
584;Fabaceae;Albizia;Albizia amara;0,72324;India;135
585;Fabaceae;Albizia;Albizia amara;0,75768;Africa (extratropical);72
586;Fabaceae;Albizia;Albizia antunesiana;0,71463;Africa (extratropical);72
587;Fabaceae;Albizia;Albizia antunesiana;0,6711495;Africa (extratropical);71
588;Fabaceae;Albizia;Albizia brevifolia;0,80073;Africa (extratropical);72
589;Fabaceae;Albizia;Albizia chinensis;0,3;South-East Asia (tropical);126
590;Fabaceae;Albizia;Albizia coriaria;0,56;Africa (extratropical);123
591;Fabaceae;Albizia;Albizia dinklagei;0,760070377;Africa (tropical);147
592;Fabaceae;Albizia;Albizia falcata;0,297906;China;33
593;Fabaceae;Albizia;Albizia falcata;0,3444;China;33
594;Fabaceae;Albizia;Albizia falcata;0,37;South-East Asia (tropical);43
595;Fabaceae;Albizia;Albizia falcata;0,28;China;33
596;Fabaceae;Albizia;Albizia falcataria;0,28413;Australia/PNG (tropical);27
597;Fabaceae;Albizia;Albizia ferruginea;0,5;Africa (tropical);136
598;Fabaceae;Albizia;Albizia ferruginea;0,57687;Africa (tropical);1
599;Fabaceae;Albizia;Albizia ferruginea;0,4908522;Africa (tropical);85
600;Fabaceae;Albizia;Albizia ferruginea;0,445066091;Africa (tropical);79
601;Fabaceae;Albizia;Albizia ferruginea;0,430006307;Africa (tropical);98
602;Fabaceae;Albizia;Albizia ferruginea;0,5161695;Africa (tropical);137
603;Fabaceae;Albizia;Albizia ferruginea;0,443643264;Africa (tropical);147
604;Fabaceae;Albizia;Albizia ferruginea;0,478737233;Africa (tropical);147
605;Fabaceae;Albizia;Albizia ferruginea;0,567362429;Africa (tropical);147
606;Fabaceae;Albizia;Albizia glaberrima;0,544602988;Africa (tropical);85
607;Fabaceae;Albizia;Albizia glaberrima;0,589785;South-East Asia (tropical);13
608;Fabaceae;Albizia;Albizia grandibracteata;0,45633;Africa (tropical);179
609;Fabaceae;Albizia;Albizia guachapele;0,56;South America (tropical);141
610;Fabaceae;Albizia;Albizia guachapele;0,52;Central America (tropical);196
611;Fabaceae;Albizia;Albizia guachapele;0,5;South America (tropical);204
612;Fabaceae;Albizia;Albizia guachapele;0,47;South America (tropical);44
613;Fabaceae;Albizia;Albizia gummifera;0,5;Africa (tropical);136
614;Fabaceae;Albizia;Albizia gummifera;0,64575;Africa (extratropical);1
615;Fabaceae;Albizia;Albizia gummifera;0,533852831;Africa (extratropical);85
616;Fabaceae;Albizia;Albizia gummifera;0,52;Africa (extratropical);124
617;Fabaceae;Albizia;Albizia gummifera;0,5161695;Africa (extratropical);137
618;Fabaceae;Albizia;Albizia gummifera;0,551901;Africa (extratropical);182
619;Fabaceae;Albizia;Albizia gummifera;0,469245;Africa (extratropical);72
620;Fabaceae;Albizia;Albizia indet;0,45;South America (tropical);20
621;Fabaceae;Albizia;Albizia indet;0,52;Africa (tropical);85
622;Fabaceae;Albizia;Albizia indet;0,496588834;Africa (tropical);147
623;Fabaceae;Albizia;Albizia indet;0,561586444;Africa (tropical);147
624;Fabaceae;Albizia;Albizia indet;0,595360825;Africa (tropical);147
625;Fabaceae;Albizia;Albizia inundata;0,65;South America (extratropical);114
626;Fabaceae;Albizia;Albizia inundata;0,516;South America (extratropical);66
627;Fabaceae;Albizia;Albizia kalkora;0,496797;China;33
628;Fabaceae;Albizia;Albizia kalkora;0,482;China;33
629;Fabaceae;Albizia;Albizia lebbeck;0,669858;China;33
630;Fabaceae;Albizia;Albizia lebbeck;0,8;India;26
631;Fabaceae;Albizia;Albizia lebbeck;0,55;South-East Asia (tropical);16
632;Fabaceae;Albizia;Albizia lebbeck;0,453;China;33
633;Fabaceae;Albizia;Albizia lebbeck;0,573267702;South-East Asia (tropical);147
634;Fabaceae;Albizia;Albizia lebbeck;0,538125;South-East Asia (tropical);182
635;Fabaceae;Albizia;Albizia lebbek;0,71;South-East Asia (tropical);43
636;Fabaceae;Albizia;Albizia lebbekoides;0,567608326;Africa (tropical);98
637;Fabaceae;Albizia;Albizia lucida;0,88;India;26
638;Fabaceae;Albizia;Albizia lucidior;0,75768;South-East Asia (tropical);14
639;Fabaceae;Albizia;Albizia marginata;0,65;South America (tropical);44
640;Fabaceae;Albizia;Albizia niopoides;0,64;South America (tropical);141
641;Fabaceae;Albizia;Albizia niopoides;0,63;Central America (tropical);116
642;Fabaceae;Albizia;Albizia niopoides;0,33;Central America (tropical);196
643;Fabaceae;Albizia;Albizia niopoides;0,62;South America (tropical);44
644;Fabaceae;Albizia;Albizia odoratissima;0,600117;China;33
645;Fabaceae;Albizia;Albizia odoratissima;0,713769;China;33
646;Fabaceae;Albizia;Albizia odoratissima;0,57;South-East Asia (tropical);126
647;Fabaceae;Albizia;Albizia odoratissima;0,579;China;33
648;Fabaceae;Albizia;Albizia odoratissima;0,701;China;33
649;Fabaceae;Albizia;Albizia odoratissima;0,667275;South-East Asia (tropical);14
