Parcela;Obs_parcela;N;Nome_comum;DAP;Altura;Altura_medida_estimada;Morta;Tipo;Ano;;;;;;;;;;;
TNS_031a036;NA;796B;FAVA CAMUZÉ;15,8;14,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;796C;RIPEIRO BRANCO;10,3;10,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;797;MATAMATA AMARELO;19,6;16,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;798;PAPO DE MUTUM;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;798B;EMBAUBA GIGANTE;21,0;17,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;799;MATAMATA AMARELO;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;800;RIPEIRO VERMELHO;34,1;23,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;801;MATAMATA AMARELO;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;802;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;797G;EMBAUBARANA;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;786G;ABIURANA ROXA;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;803;SUCUUBA;31,3;22,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;804; CASTANHA SAPUCAIA;16,1;14,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;804H;MARUPÁ BRANCO;11,7;11,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;805;MATAMATA AMARELO;18,6;16,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;806;TAQUARI BRANCO ;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;806F;ABIURANA CASCA FINA;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;807;MUCURAO ;11,6;11,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;808;ABIURANA ABIU;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;808A;MUCURAO;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;809;LOURO AMARELO;25,9;20,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;809F;UCUUBA PUNA;10,4;10,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;810;FAVEIRA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;810A;BREU VERMELHO;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;810B;INGA VERMELHA;20,1;17,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;810F;BREU VERMELHO;10,7;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;810G;TACHI PRETO;10,7;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;811;PAJURAZINHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;812;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;813;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;814;MUNGUBA;15,6;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;815;ARABA ROXO;18,5;16,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;816;LOURO FALSO ARITU;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;817;ACARIQUARA ROXA;15,5;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;817A;ARABA VERMELHO;18,5;16,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;818;RIPEIRO VERMELHO;21,0;17,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;818B;INGA XIXICA;23,9;19,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;819;SUCUPIRA PRETA;19,7;17,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;819A;TACHI VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;819C;TACHI PRETO;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;820;MATAMATA AMARELO;27,2;20,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;820A;GITO BRANCO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;820C;GITO BRANCO;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;820H;ENVIRA FOFA;12,9;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;821;FALSA RAINHA;15,2;14,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;821E;DESCONHECIDA;12,1;12,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;821F;BUXUXU CANELA DE VELHO;15,6;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;822;CAPITIU FG;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;822A;TAQUARI VERMELHO;12,1;12,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;822D;JARAI;12,6;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;822C;DESCONHECIDA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;823;BREU VERMELHO;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;823B;BUCHUCHU CANELA DE VELHO;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;824;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;824A;ENVIRA FOFA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;824B;ENVIRA FOFA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;824C1;ENVIRA FOFA;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;824C2;EVIRA FOFA;27,8;21,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;825;JUTAI CICA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;826;PAU RAINHA;27,3;20,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;826D;LACRE VERMELHO;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;827;CACAUI;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;827B;TAQUARI VERMELHO;13,1;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;828;ABIURANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;829;ABIURANA;44,4;27,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;830;UCUUBA VERMELHA;20,8;17,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;831;ARACA BRAVO;17,3;15,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;831A;CAPITIU FG;10,4;10,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;831B;MATAMATA AMARELO;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;832;JARAI ;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;833;INGA VERMELHA;32,8;23,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;834;MATAMATA AMARELO;19,2;16,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;834A;SUPIA;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;835;ACHICHA ;14,8;14,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;836;MUIRAJIBOIA AMARELA;28,0;21,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;836B;TACHI VERMELHO;13,2;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;837;UXIRANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;837B;ENVIRA FOFA;26,5;20,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;837F;BUXUXU CANELA DE VELHO;15,0;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;838;PIMENTA DE NAMBU;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;838B;UCUQUIRANA;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;839;ENVIRA SARA SARA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;839A;CARAIPE;13,4;13,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;840;EMBAUBARANA;14,1;13,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;829G;MATAMATA AMARELO;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;837J;ENVIRA FOFA;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;822J;MAUEIRA;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;841;ARACA BRAVO;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;841C;MUIRATINGA;11,3;11,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;842;ABIURANA;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;842B;UCUUBA VERMELHA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;842H;ENVIRA FOFA;13,1;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;843;UXI DE COTIA;34,5;24,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;843E;MADIOQUEIRA PRETA;11,3;11,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;844;CARDEIRO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;844B;TAQUARI VERMELHO;11,7;11,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;845;CASTANHA DE PORCO;24,4;19,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;845F;PIMENTA DE NAMBU;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;846;MATAMATA AMARELO;19,0;16,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;847;RIPEIRO VERMELHO;29,3;21,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;847B;BREU BRANCO;23,2;18,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;848;CUMARU;24,0;19,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;848B;MUIRATINGA;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;849;MACUCU CHIADOR;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;850;BREU VERMELHO;25,0;19,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;851;CACAU DE COTIA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;852; CARDEIRO;14,2;13,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;852F;MATAMATA AMARELO;10,4;10,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;853;JOAO MOLE;38,4;25,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;854;RIPEIRO VERMELHO;45,5;27,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;855;MATAMATA AMARELO;15,0;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;856;MATAMATA AMARELO;40,4;26,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;856B;URUCURANA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;856C;TINTEIRA;17,1;15,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;856F;PIABINHA;11,4;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;857;MATAMATA AMARELO;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;858;PAJURAZINHO;21,7;18,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;859;MATAMATA AMARELO;38,9;25,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;859F;LACRE VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;859H;SORVÃO;10,2;10,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;860;ABIURANA CASCA FINA;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;861;ABIURANA ABIU;19,2;16,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;862;UXIRANA ;51,2;29,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;862B;BUCHUCHU FOLHA SERRILHADA;14,2;13,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;862D;LACRE DA MATA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;862F;FREIJO ;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;863;EMBAUBARANA;27,0;20,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;864;BREU BRANCO;31,5;22,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;864A1;UCUUBA PRETA;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;864A2;JARAI;16,6;15,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;865;EMBAUBARANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;865B;TAQUARI VERMELHO;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;865H;LOURO PRETO;11,2;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;865H1;MUIRAGIBOIA AMARELA;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;866;EMBAUBARANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;867;ARACA BRAVO ;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;868;BREU BRANCO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;869;INGA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;870;CAFE BRAVO;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;870G;LOURO ARITU;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;871;MATAMATA AMARELO;16,9;15,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;872;BREU BRANCO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;873;MIRATAUA;31,9;22,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;874;CORACAO DE NEGRO;46,0;28,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;875;ENVIRA AMARELA;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;876;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;877;INGA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;878;ABIURANA;23,3;18,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;879;PAJURAZINHO;41,8;26,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;880;MATAMATA AMARELO;17,5;15,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;881;JARAI;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;882;JUTAI CICA;22,3;18,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;883;TACHI VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_031a036;NA;884;AMARELINHO;26,8;20,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;884D;LOURO PRETO;13,3;13,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;884F;EMBAUBARANA;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;885;JARAI;32,1;23,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;886;MURTA DA MATA;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;887;LOURO PRETO;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;888;RIPEIRO BRANCO;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;889;EMBAUBARANA;19,2;16,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;890;INGA VERMELHA;19,0;16,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;891;ARABA ROXO;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;891B;TACHI PRETO;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;892;MATAMATA AMARELO;15,0;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;893;BREU BRANCO;18,5;16,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;894;LOURO FOFO;21,5;18,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;895;SUPIA;18,8;16,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;896;MAUEIRA;11,7;11,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;897;TANIMBUCA CINZEIRO;20,4;17,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;897A;ENVIRA PRETA;11,2;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_031a036;NA;880J;ENVIRA FOFA;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;898;URUCURANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;899;CASTANHA VERMELHA;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;900;MATAMATA AMARELO;21,2;17,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;901;MUIRATINGA;20,6;17,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;902;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;903;UXIRANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;904;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;905;MATAMATA AMARELO;25,4;20,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;906;BREU VERMELHO;19,5;16,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;906F;BREU VERMELHO;11,6;11,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;907;JOAO MOLE;18,9;16,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;908;ACARIQUARA ROXA;14,2;13,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;909;MAPARAJUBA;70,0;34,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;910;ACARIQUARA BRANCA;24,0;19,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;911;MATAMATA AMARELO;22,0;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;912;GITO VERMELHO;13,3;13,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;913;FREIJO BRANCO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;914;CHICLETE BRAVO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;915;INGA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;916;FAVEIRA FF;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;916A;MUNGUBA;13,5;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;916B;EMBAUBARANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;917;MATAMATA AMARELO;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;917B;MACUCU CHIADOR;15,0;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;918;MUIRATINGA;16,4;15,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;918B;BREU VERMELHO;11,6;11,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;918F;ENVIRA FOFA;16,5;15,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;919;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;920;CASCA DOCE;21,5;18,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;920B;CARDEIRO;16,9;15,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;920F;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;921;DESCONHECIDA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;922;ABIURANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;922A;URUCUM BRAVO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;923;CACAUI;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;924;UCUUBA;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;925;MACUCU CHIADOR;31,3;22,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;925A;URUCUM BRAVO;22,2;18,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;926;MAPARAJUBA ;39,7;26,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;926B;MARFIM  BRACO;10,0;10,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;926E;URUCUM BRAVO;14,8;14,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;926F;URUCUM BRAVO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;927;BREU VERMELHO;13,9;13,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;927B;URUCURANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;928;ARACA BRAVO;15,8;14,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;928B;LACRE VERMELHO;21,8;18,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;929;BREU BRANCO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;929B;ENVIRA FOFA;24,9;19,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;930;TANIMBUCA;20,3;17,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;930B;BREU PELUDO;11,6;11,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;930F;BREU VERMELHO;12,4;12,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;931;MATAMATA AMARELO;25,2;19,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;931B;BREU VERMELHO;11,4;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;932;MACUCU CHIADOR;13,8;13,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;932B;ENVIRA FOFA;26,4;20,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;932F;EMBAUBARANA;18,7;16,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;932F2;GOIABA DE ANTA;16,4;15,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;933;ANGELIM RAJADO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;933B;FAVA PARKIA;15,6;14,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;933F;EMBAUBARANA;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;934;MUIRATINGA;23,1;18,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;934A;BREU VERMELHO;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;934C;EVIRA FOFA;11,4;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;933G;MUIRATINGA;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;935;AMARELINHO;38,1;25,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;936;MANDIOQUEIRA LISA;39,5;25,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;936A;URUCUM BRAVO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;936C;DESCONHECIDA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;937;MATAMATA AMARELO;27,0;20,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;938;INGA COPAIBA;55,4;30,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;938B;BREU VERMELHO;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;939;SERINGARANA;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;940;CARAIPE ;26,0;20,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;941;INGA COPAIBA;37,2;25,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;942;SARACURA;64,2;32,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;942A;ENVIRA FOFA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;942B;EMBAUBA ROXA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_037a042;NA;942C1;ENVIRA FOFA;17,8;15,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;942C2;DESCONHECIDA;11,4;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;942I;UCUUBA BRANCA;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;943;SERINGA VERMELHA;22,0;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;944;CUMARU;22,4;18,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;944B;MACUCU FARINHA SECA;13,8;13,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;945;MUIRAJIBOIA AMARELA;17,2;15,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_037a042;NA;946;TAQUARI BRANCO;10,1;10,7;EST;NA;NA;2015;;;;;;;;;;;
