Parcela;Obs_parcela;N;Nome_comum;DAP;Altura;Altura_medida_estimada;Morta;Tipo;Ano;;;;;;;;;;;
TNS_097a102;NA;2408;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2409;ABIURANA;28,5;21,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2410;ENVIRA PRETA;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2411;MACUCU CHIADOR;16,7;15,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2412;CACAUI;11,8;12,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2413;AMAPA ROXO;41,3;26,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2414;URUCURANA;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2415;BREU VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2416;BREU VERMELHO;24,3;19,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2416A;MATAMATA AMARELO;10,7;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2417;URUCURANA BRANCA;19,2;16,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2418;URUCURANA BRANCA;22,0;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2419;TAPURA;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2420;EMBAUBARANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2421;MATAMATA AMARELO;28,0;21,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2422;MACUCU CHIADOR;15,9;14,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2423;ACARIQUARA ROXA;24,3;19,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2424;MATAMATA AMARELO;15,0;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2425;ABIURANA;27,5;21,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2426;INHARE;13,2;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2427;PAU RAINHA;24,2;19,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2428;MUCURAO;13,5;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2429;UCUUBA PRETA;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2430;LOURO ARITU;22,6;18,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2431;ARACA BRAVO;13,3;13,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2432;UCUUBA VERMELHA;17,8;15,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2433;LOURO FOFO;19,2;16,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2434;PURUI;16,8;15,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_097a102;NA;2435;ROSADA BRAVA;22,8;18,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2436;BREU VERMELHO;15,7;14,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2436B;LOURO PRETO;12,3;12,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2437;ROSADA BRAVA;28,3;21,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2438;MUIRAJIBOIA PRETA;33,3;23,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2439;MUIRAPIRANGA FG;18,5;16,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2440;LOURO PRETO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2441;BREU VERMELHO;13,2;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2442;LOURO PRETO;38,5;25,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2442A;ENVIRA FOFA;13,6;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2443;MUIRAPIRANGA FG;27,0;20,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2444;MACUCU FOFO;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2445;MUIRAXIMBE;12,8;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2446;BREU VERMELHO;11,2;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2447;UCUUBA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2448;MACUCU FOFO;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2448A;BREU VERMELHO;12,2;12,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2449;CARDEIRO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2450;LOURO ARITU;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2451;MUIRACATIARA;21,0;17,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2452;ABIURANA OLHO DE VEADO;30,2;22,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2452H;LOURO AMARELO;10,7;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2453;LOURO FOFO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2454;URUCURANA;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2455;ABIURANA;32,3;23,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2456;MUNGUBA;38,2;25,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2457;CASTANHA SAPUCAIA;65,7;33,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2457H;EMBAUBARANA;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2457I;JITO VERMELHO;10,2;10,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2458;BREU VERMELHO;18,3;16,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2459;LOURO FOFO;19,0;16,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2460;FALSA RAINHA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2451J;CASTANHA VERMELHO;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2461;MUCURAO;19,6;16,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2462;ABIURANA;35,5;24,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2463;LOURO FOFO;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2464;PAJURAZINHO;17,8;15,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2465;CARAIPE;18,9;16,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2466;VIOLETA;25,0;19,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2467;ABIURANA OLHO DE VEADO;35,0;24,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2468;INGA DE ARARA;13,2;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2469;LOURO PRETO;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2470;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2471;DIMA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2472;FALSA RAINHA;13,7;13,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2473;DIMA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2474;ENVIRA FOFA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2475;SUCUPIRA PRETA;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2476;BREU VERMELHO;15,2;14,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2477;GOIABINHA;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2478;PIMENTA DE NAMBU;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2479;TANIMBUCA;10,4;10,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2480;INHARE;19,7;17,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2481;DIMA;32,0;23,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2482;MAMAOZINHO;22,5;18,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2483;CARAIPE;14,2;13,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2484;INHARE;26,5;20,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2485;INHARE;29,0;21,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2486;BREU MANGA;22,0;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2487;FALSA RAINHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2488;MATAMATA AMARELO;31,3;22,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2489;UCUUBA;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2490;MATAMATA AMARELO;25,4;20,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2490I;BREU VERMELHO;10,4;10,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2491;MATAMATA AMARELO;20,2;17,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2492;CASTANHA DE COTIA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2493;CARAIPE;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2493A ;BREU VERMELHO;12,7;12,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2494;BREU VERMELHO;17,4;15,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2494A;LOURO PRETO;10,2;10,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2495;LOURO FALSO ARITU;16,9;15,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2495A;MACUCU CHIADOR;13,7;13,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2495F;INGA VERMELHA;10,8;11,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2496;ABIURANA OLHO DE VEADO;26,3;20,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2496B;BREU VERMELHO;13,5;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2497;AMAPA ROXO;36,0;24,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2498;ACARIQUARA ROXA;28,0;21,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2499;EMBAUBARANA;19,0;16,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2500;MACUCU FOFO;42,0;26,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2501;INGARANA;23,5;19,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2502;LOURO BRANCO;22,5;18,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2503;CUMARU;12,6;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2504;UCUUBA VERMELHA;15,0;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2505;UXIRANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2506;INGARANA;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2507;LOURO;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2508;LOURO BOSTA;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2509;MUIRATINGA;15,0;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2510;TACHI VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2510E;BREU VERMELHO;14,3;13,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2511;PERIQUITEIRA;39,9;26,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2512;MAPARAJUBA;22,3;18,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2513;ABIURANA ABIU;22,1;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2514;CARDEIRO;25,0;19,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2515;PITOMBA DA MATA;31,0;22,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2515F;CARAIPERANA;10,3;10,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2516;CARAIPE;17,2;15,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2517;GITO VERMELHO;12,3;12,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2517H;AMAPA DOCE;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2518;UCUUBA;21,7;18,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2519;CASTANHA DE MACACO;89,3;37,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2520;MUIRAJIBOIA PRETA;17,2;15,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2521;ENVIRA PRETA ;21,5;18,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2522;MUIRATINGA ;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2523;CARAIPE;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2524;ENVIRA AMARELA;11,1;11,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2525;RIPEIRO VERMELHO;26,0;20,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2525F;PAJURA;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2526;INHARE;39,0;25,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2527;SAPATEIRO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2528;ENVIRA SURUCUCU;17,7;15,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2529;CARAMURI;35,4;24,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2530;CAFERANA;22,2;18,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2531;MACUCU DE MORCEGO;26,9;20,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2531B;LOURO ROSA;14,7;14,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2532;MATAMATA AMARELO;20,8;17,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2533;ABIURANA;36,0;24,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2533F;LOURO PRETO;13,6;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2534;ACARIQUARA ROXA;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2535;BREU VERMELHO;16,4;15,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2536;LOURO PRETO;11,4;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2537;ENVIRA PRETA;19,0;16,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2537C;LOURO PRETO;14,6;13,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2538;GITO VERMELHO;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2538B;BREU VERMELHO;12,5;12,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2539;MATAMATA AMARELO;22,8;18,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2540;UCUUBA VERMELHA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2541;TACHI VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2542;TACHI VERMELHO;20,0;17,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2543;BRANQUINHA;12,7;12,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2544;CASTANHA VERMELHA;13,2;12,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2545;UCUUBA PUNA;25,1;19,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2545A;BRANQUINHA;12,3;12,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2545H;MATAMATA AMARELO;11,0;11,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2546;BUCHUCHU;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2547;DIMA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2548;BREU VERMELHO;26,0;20,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2549;ENVIRA FOFA;32,5;23,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2549H;BREU VERMELHO;10,2;10,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2550;JOAO MOLE;27,2;20,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2551;UXIRANA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2552;LACRE VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2553;CARDEIRO;20,2;17,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2553H;TACHI VERMELHO;12,3;12,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2554;ACARIQUARA BRANCA;38,0;25,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2555;AMAPA ROXO;21,6;18,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2556;PERIQUITEIRA;29,9;22,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2557;MIRINDIBA;20,0;17,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2557B;MATAMATA AMARELO;12,0;12,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2558;PERIQUITEIRA;23,5;19,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2559;INGA VERMELHA;33,0;23,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2560;MATAMATA AMARELO;17,3;15,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2561;UCUUBA VERMELHA;29,2;21,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2561B;LOURO ARITU;13,0;12,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2562;ABIURANA ABIU;15,9;14,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2562F;BREU MANGA;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2563;PAU TANINO;18,4;16,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2564;PAU TANINO;22,5;18,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2564B;LOURO PRETO;12,9;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2565;PIQUIARANA;20,7;17,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2566;BREU VERMELHO;19,8;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2567;ARABA ROXO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2567A1;ENVIRA FOFA;28,7;21,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2567A2 ;BREU PITOMBA;14,5;13,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2567B1;EMBAUBA BENGUE;10,9;11,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2567B2;LOURO FOFO;11,6;11,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2568;TAPURA;48,0;28,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2569;CASTANHA JARANA FG;18,0;16,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2570;MATAMATA AMARELO;13,5;13,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2571;CARAIPE;11,5;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2572;MATAMATA AMARELO;23,6;19,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2572H;ENVIRA PRETA;11,3;11,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2573;UXI DE COTIA;33,0;23,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2573B;FAVA AMARELA;16,5;15,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2574;INGA VERMELHA;28,5;21,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2575;LOURO PRETO;12,9;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2576;MATAMATA AMARELO;12,4;12,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2577;MATAMATA MIRIM;16,0;14,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2578;ABIURANA;25,0;19,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2579;LOURO FOFO;15,8;14,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2580;INGA VERMELHA;35,3;24,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2580E;PIABINHA;14,3;13,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2581;MUIRAJIBOIA PRETA;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2581B;BREU PELUDO;10,5;11,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2582;CASTANHA SAPUCAIA;73,0;34,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2582B;ENVIRA FOFA;10,0;10,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_103a108;NA;2583;ABIURANA CUTITE;24,6;19,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2584;CARAIPE ;12,9;12,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2585;MATAMATA AMARELO;25,7;20,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2586;JUTAI MIRIM;22,0;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2587;LOURO PIRARUCU;17,0;15,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2587A;MURICI DA MATA;21,5;18,0;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2587B;GOIABA DE ANTA VERMELHA;21,2;17,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2588;PAJURAZINHO;22,1;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2588F;BREU PELUDO;10,6;11,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2589;MATAMATA MIRIM;17,2;15,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2589H;CARAIPE;10,2;10,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2590;MATAMATA AMARELO;20,5;17,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2591;RIPEIRO VERMELHO;19,9;17,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2592;RIPEIRO VERMELHO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2593;CUMARU;10,3;10,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2594;MUIRAJIBOIA AMARELA;30,3;22,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2595;MATAMATA AMARELO;22,0;18,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2596;FALSA RAINHA;10,6;11,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2597;MATAMATA AMARELO;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2598;MATAMATA AMARELO;NA;NA;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2599;MUTUTI;32,7;23,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2600;PIABINHA;21,0;17,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2600F;LOURO PRETO;11,4;11,7;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2601;URUCURANA;11,3;11,6;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2602;BREU VERMELHO;23,0;18,8;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2603;ABIURANA;18,5;16,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2604;RIPEIRO VERMELHO;25,2;19,9;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2604A;MUIRAPIRANGA FG;12,4;12,4;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2605;BREU VERMELHO;18,9;16,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2606;MATAMATA AMARELO;15,2;14,3;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2607;RIPEIRO VERMELHO;22,4;18,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2608;MATAMATA MIRIM;18,2;16,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2609;ANANI;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2610;PAU BRANCO;37,6;25,2;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2611;MUIRAJIBOIA PRETA;14,0;13,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2612;ACARIQUARA ROXA;22,5;18,5;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2612E;EMBAUBARANA;14,9;14,1;EST;NA;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2613;MATAMATA AMARELO;NA;NA;EST;M;NA;2015;;;;;;;;;;;
TNS_109a114;NA;2614;BUCHUCHU;NA;NA;EST;M;NA;2015;;;;;;;;;;;
