_id;common_name;family;genus;species;suggestion
"pouteria erythrochrysa;sapotaceae;pouteria;abiurana vermelha";abiurana vermelha;sapotaceae;pouteria;pouteria erythrochrysa;pouteria torta
"pouteria flavilatex;sapotaceae;pouteria;abiurana abiu";abiurana abiu;sapotaceae;pouteria;pouteria flavilatex;pouteria filipes
"pouteria flavilatex;sapotaceae;pouteria;abiurana douradinha";abiurana douradinha;sapotaceae;pouteria;pouteria flavilatex;pouteria filipes
"pouteria freitasii;sapotaceae;pouteria;abiurana sabia";abiurana sabia;sapotaceae;pouteria;pouteria freitasii;pouteria fissilis
"pouteria maxima;sapotaceae;pouteria;abiurana guariba";abiurana guariba;sapotaceae;pouteria;pouteria maxima;pouteria minima
"pouteria maxima;sapotaceae;pouteria;maueira";maueira;sapotaceae;pouteria;pouteria maxima;pouteria minima
"pouteria platyphylla;sapotaceae;pouteria;abiurana abiu";abiurana abiu;sapotaceae;pouteria;pouteria platyphylla;pouteria macrophylla
"pouteria retinervis;sapotaceae;pouteria;abiurana fedorenta";abiurana fedorenta;sapotaceae;pouteria;pouteria retinervis;pouteria engleri
"pouteria spp;sapotaceae;pouteria;abiurana batinga";abiurana batinga;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana casca fina";abiurana casca fina;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana casca lisa";abiurana casca lisa;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana casca seca";abiurana casca seca;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana cutite";abiurana cutite;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana fedorenta";abiurana fedorenta;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana olho veado";abiurana olho veado;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;jarai";jarai;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria virescens;sapotaceae;pouteria;abiurana casca fina";abiurana casca fina;sapotaceae;pouteria;pouteria virescens;pouteria vrieseana
"pradosia spp;sapotaceae;pradosia;casca doce";casca doce;sapotaceae;pradosia;pradosia spp;
"protium apiculatum;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium apiculatum;protium paniculatum
"protium apiculatum;burseraceae;protium;breu leite";breu leite;burseraceae;protium;protium apiculatum;protium paniculatum
"protium apiculatum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium apiculatum;protium paniculatum
"protium apiculatum;burseraceae;protium;tachi vermelho";tachi vermelho;burseraceae;protium;protium apiculatum;protium paniculatum
"protium cf crassipetalum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium cf crassipetalum;protium crassipetalum
"protium cf crassipetalum;burseraceae;protium;mandioqueira";mandioqueira;burseraceae;protium;protium cf crassipetalum;protium crassipetalum
"protium divaricatum;burseraceae;protium;breu";breu;burseraceae;protium;protium divaricatum;protium javanicum
"protium divaricatum;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium divaricatum;protium javanicum
"protium gallosum;burseraceae;protium;breu pitomba";breu pitomba;burseraceae;protium;protium gallosum;protium carnosum
"protium hebetatum;burseraceae;protium;breu";breu;burseraceae;protium;protium hebetatum;protium crenatum
"protium hebetatum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium hebetatum;protium crenatum
"protium hebetatum;burseraceae;protium;gito branco";gito branco;burseraceae;protium;protium hebetatum;protium crenatum
"protium nitidifolium;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium nitidifolium;protium grandifolium
"protium nitidifolium;burseraceae;protium;breu manga";breu manga;burseraceae;protium;protium nitidifolium;protium grandifolium
"protium nitidifolium;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium nitidifolium;protium grandifolium
"protium pallidum;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium pallidum;protium opacum
"protium spp;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;breu leite";breu leite;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;breu pitomba";breu pitomba;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium spp;protium copal
"protium strumosum;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium strumosum;protium carnosum
"protium strumosum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium strumosum;protium carnosum
"protium strumosum;burseraceae;protium;matamata amarelo";matamata amarelo;burseraceae;protium;protium strumosum;protium carnosum
"pseudopiptadenia cf suaveolens;fabaceae;pseudopiptadenia;faveira folha fina";faveira folha fina;fabaceae;pseudopiptadenia;pseudopiptadenia cf suaveolens;pseudopiptadenia suaveolens
"pseudoxandra obscurinervis;annonaceae;pseudoxandra;envira taripucu";envira taripucu;annonaceae;pseudoxandra;pseudoxandra obscurinervis;
"pseudoxandra obscurinervis;annonaceae;pseudoxandra;envira taripupu";envira taripupu;annonaceae;pseudoxandra;pseudoxandra obscurinervis;
"pterandra arborea;malpighiaceae;pterandra;muiraximbe";muiraximbe;malpighiaceae;pterandra;pterandra arborea;dryandra arborea
"pterocarpus spp;fabaceae;pterocarpus;jutaicica";jutaicica;fabaceae;pterocarpus;pterocarpus spp;pterocarpus osun
"qualea sp;vochysiaceae;qualea;mandioqueira";mandioqueira;vochysiaceae;qualea;qualea sp;qualea rosea
"quiina paraensis;quiinaceae;quiina;papo mutum";papo mutum;quiinaceae;quiina;quiina paraensis;inga paraensis
"quiinaceae spp;quiinaceae;quiinaceae;papo mutum";papo mutum;quiinaceae;quiinaceae;quiinaceae spp;
"rhodostemonodaphne peneia;lauraceae;rhodostemonodaphne;louro branco";louro branco;lauraceae;rhodostemonodaphne;rhodostemonodaphne peneia;rhodostemonodaphne grandis
"rhodothyrsus macrophyllus;euphorbiaceae;rhodothyrsus;urucurana";urucurana;euphorbiaceae;rhodothyrsus;rhodothyrsus macrophyllus;gonystylus macrophyllus
"rinorea amapensis/flavescens;violaceae;rinorea;araca bravo";araca bravo;violaceae;rinorea;rinorea amapensis/flavescens;rinorea flavescens
"rinorea amapensis/flavescens;violaceae;rinorea;tinteira";tinteira;violaceae;rinorea;rinorea amapensis/flavescens;rinorea flavescens
"rubiaceae spp;rubiaceae;rubiaceae;marupa";marupa;rubiaceae;rubiaceae;rubiaceae spp;
"rubiaceae spp;rubiaceae;rubiaceae;muiraximbe";muiraximbe;rubiaceae;rubiaceae;rubiaceae spp;
"rubiaceae spp;rubiaceae;rubiaceae;purui grande";purui grande;rubiaceae;rubiaceae;rubiaceae spp;
"rubiaceae spp;rubiaceae;rubiaceae;taboquinha";taboquinha;rubiaceae;rubiaceae;rubiaceae spp;
"ruizterania cassiquiarensis;vochysiaceae;ruizterania;quaruba branca";quaruba branca;vochysiaceae;ruizterania;ruizterania cassiquiarensis;ilex casiquiarensis
"sapindaceae spp;sapindaceae;sapindaceae;pitomba";pitomba;sapindaceae;sapindaceae;sapindaceae spp;
"sapindaceae spp;sapindaceae;sapindaceae;pitomba mata";pitomba mata;sapindaceae;sapindaceae;sapindaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana";abiurana;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana abiu";abiurana abiu;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana bacuri";abiurana bacuri;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana branca";abiurana branca;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana cutite fl";abiurana cutite fl;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana jerimum";abiurana jerimum;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana roxa";abiurana roxa;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;azeitona mata";azeitona mata;sapotaceae;sapotaceae;sapotaceae spp;
"simaba polyphylla;simaroubaceae;simaba;marupa roxo";marupa roxo;simaroubaceae;simaba;simaba polyphylla;licaria polyphylla
"simaba sp;simaroubaceae;simaba;maruparana";maruparana;simaroubaceae;simaba;simaba sp;
"siparuna pachyantha;siparunaceae;siparuna;purui";purui;siparunaceae;siparuna;siparuna pachyantha;saurauia macrantha
"sloanea aff guianensis;elaeocarpaceae;sloanea;tachi vermelho";tachi vermelho;elaeocarpaceae;sloanea;sloanea aff guianensis;sloanea guianensis
"sloanea aff guianensis;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea aff guianensis;sloanea guianensis
"sloanea latifolia;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea latifolia;sloanea laurifolia
"sloanea sp 1;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea sp 1;sloanea sigun
"sloanea sp 4;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea sp 4;sloanea sigun
"sloanea spp;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea spp;sloanea sigun
"sorocea guilleminiana;moraceae;sorocea;muiratinga";muiratinga;moraceae;sorocea;sorocea guilleminiana;shorea faguetiana
"sterculia parviflora;malvaceae;sterculia;achicha";achicha;malvaceae;sterculia;sterculia parviflora;sterculia pilosa
"sterculia spp;malvaceae;sterculia;achicha";achicha;malvaceae;sterculia;sterculia spp;sterculia pexa
"stryphnodendron spp;fabaceae;stryphnodendron;fava camuze";fava camuze;fabaceae;stryphnodendron;stryphnodendron spp;stryphnodendron guianense
"stryphnodendron spp;fabaceae;stryphnodendron;faveira camuze";faveira camuze;fabaceae;stryphnodendron;stryphnodendron spp;stryphnodendron guianense
"stryphnodendron spp;fabaceae;stryphnodendron;inga arara";inga arara;fabaceae;stryphnodendron;stryphnodendron spp;stryphnodendron guianense
"swartzia reticulata;fabaceae;swartzia;araba roxo";araba roxo;fabaceae;swartzia;swartzia reticulata;swartzia recurva
"swartzia spp;fabaceae;swartzia;muirajiboia branca";muirajiboia branca;fabaceae;swartzia;swartzia spp;swartzia ulei
"tachigali cf glauca;fabaceae;tachigali;tachi preto";tachi preto;fabaceae;tachigali;tachigali cf glauca;tachigali hypoleuca
"tachigali cf paraensis;fabaceae;tachigali;tachi preto";tachi preto;fabaceae;tachigali;tachigali cf paraensis;inga paraensis
"tachigali cf paraensis;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali cf paraensis;inga paraensis
"tachigali melinonii;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali melinonii;inga melinonis
"tachigali sp 1;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali sp 1;
"tachigali spp;fabaceae;tachigali;tachi pitomba";tachi pitomba;fabaceae;tachigali;tachigali spp;
"tachigali spp;fabaceae;tachigali;tachi preto";tachi preto;fabaceae;tachigali;tachigali spp;
"tachigali spp;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali spp;
"tachigali venusta;fabaceae;tachigali;tachi pitomba";tachi pitomba;fabaceae;tachigali;tachigali venusta;tachigali cavipes
"tapura amazonica;dichapetalaceae;tapura;cabeca negro";cabeca negro;dichapetalaceae;tapura;tapura amazonica;aniba amazonica
"tapura amazonica;dichapetalaceae;tapura;mucurao";mucurao;dichapetalaceae;tapura;tapura amazonica;aniba amazonica
"tapura amazonica;dichapetalaceae;tapura;tapura";tapura;dichapetalaceae;tapura;tapura amazonica;aniba amazonica
"tovomita caloneura;clusiaceae;tovomita;sapateiro";sapateiro;clusiaceae;tovomita;tovomita caloneura;tovomita carinata
"tovomita spp;clusiaceae;tovomita;sapateiro";sapateiro;clusiaceae;tovomita;tovomita spp;
"trattinnickia sp 2;burseraceae;trattinnickia;breu manga";breu manga;burseraceae;trattinnickia;trattinnickia sp 2;trattinnickia aspera
"unonopsis duckei;annonaceae;unonopsis;envira preta";envira preta;annonaceae;unonopsis;unonopsis duckei;unonopsis rufescens
"urticaceae spp;urticaceae;urticaceae;embauba";embauba;urticaceae;urticaceae;urticaceae spp;
"virola cf elongata;myristicaceae;virola;ucuuba preta";ucuuba preta;myristicaceae;virola;virola cf elongata;virola elongata
"virola cf elongata;myristicaceae;virola;ucuuba vermelha";ucuuba vermelha;myristicaceae;virola;virola cf elongata;virola elongata
"virola guggenheimii;myristicaceae;virola;ucuuba preta";ucuuba preta;myristicaceae;virola;virola guggenheimii;virola reidii
"virola spp;myristicaceae;virola;ucuuba preta";ucuuba preta;myristicaceae;virola;virola spp;
"virola spp;myristicaceae;virola;ucuuba vermelha";ucuuba vermelha;myristicaceae;virola;virola spp;
"vismia spp;hypericaceae;vismia;breu vermelho";breu vermelho;hypericaceae;vismia;vismia spp;
"vismia spp;hypericaceae;vismia;lacre branco";lacre branco;hypericaceae;vismia;vismia spp;
"vismia spp;hypericaceae;vismia;lacre vermelho";lacre vermelho;hypericaceae;vismia;vismia spp;
"vochysia rufescens;vochysiaceae;vochysia;maueira";maueira;vochysiaceae;vochysia;vochysia rufescens;helicia rufescens
"xylopia calophylla;annonaceae;xylopia;ucuuba branca";ucuuba branca;annonaceae;xylopia;xylopia calophylla;xylopia sericophylla
"zygia ramiflora;fabaceae;zygia;inga copaiba";inga copaiba;fabaceae;zygia;zygia ramiflora;zygia racemosa
